auth.agree_with;Es gelten unsere Allgemeinen Geschäftsbedingungen. Unsere Datenschutzerklärung finden sie hier.;I agree with the terms of Use & Provacy Policy;Concordo com os termos da Política de Uso e Privacidade
profile.prefer_not_to_say;Möchte ich nicht angeben;Prefer Not to Say;Prefiro não dizer
profile.preferences;Präferenzen;Preferences;Preferências
profile.relationship_status;Beziehungs-Status;Relationship status;Status de Relacionamento
profile.save_changes;Änderungen speichern;Save changes;Savar alterações
profile.self_reflection;Selbstreflektion;Self-Reflection;Autorreflexão
profile.transgender;Transgeschlechtlich;Transgender;Transgênero
questions.congrats_basic_description_1;Sie haben die Intimitätsstufe: ;You have reached Intimacy level: ;Você alcançou o nível de Intimidade:
questions.congrats_basic_description_2; erreicht. Sie haben neue Herausforderungen und Fragen freigeschaltet. Schauen Sie sie sich jetzt an!;. You have unlocked new challenges and questions. Check them out right now!;. Você desbloqueou novos desafios e perguntas. Confira agora mesmo!
questions.congrats_deep_description_1;Sie haben die Intimitätsstufe ;You have reached the intimacy level ;Você alcançou o nível de Intimidade:
questions.congrats_deep_description_2; erreicht. Fantastisch! Sie haben erfolgreich neue Herausforderungen und Fragen freigeschaltet. Schauen Sie sie sich jetzt an!;. Amazing! You have successfully unlocked new challenges and questions. Check them out right now.;. Você desbloqueou novos desafios e perguntas. Confira agora mesmo!
questions.congrats_intimate_description_1;Herzlichen Glückwunsch, Sie haben die Intimitätsstufe: ;Congrats, you have reached Intimacy Level: ;Parabéns, você alcançou o Nível de Intimidade:
questions.congrats_intimate_description_2;Intim erreicht. Sie haben erfolgreich neue Herausforderungen und Fragen freigeschaltet. Schauen Sie sie sich jetzt an!;Intimate.You have successfully unlocked new challenges and questions. Check them out right now.;Íntimo. Você desbloqueou com sucesso novos desafios e perguntas. Confira agora mesmo!
questions.fantastic_work;Fantastische Arbeit!;Fantastic work!;Trabalho fantástico!
questions.great_job;Toller Job!;Great Job!;Ótimo trabalho!
questions.have_you_already_rated_this_app;Haben Sie diese App bereits bewertet?;Have you already rated this app?;Você já avaliou este aplicativo?
questions.move_to_challenges;Bewegung zu Herausforderungen;Move to challenges;Mova-se para desafios
questions.questions;Fragen;Questions;Perguntas
questions.remember_it_is_not_a_sprint;Denk daran, das ist ein Marathon und kein Sprint.;Remember it is a marathon not a sprint, so please take your time answering & discussing the questions!;Lembre-se que não se trata de uma maratona e nem uma corrida, por isso, por favor, leve o tempo que precisar para responder e discutir sobre as perguntas!
questions.title;Fragen - Bibliothek;questions library;Biblioteca de perguntas
questions.way_to_go;Weiter so!;Way to go!;Muito bem!
questions.wow_that_was_fast;Wow, das ging aber schnell;wow! That was fast;Uau! Isso foi rápido!
quotes.quote_of_the_day;Zitat des Tages;Quote of the day;Citação do dia
quotes.show_me_book;Zeig mir das Buch.;Let me see the book.;Deixe-me ver o livro.
rubricFilterItem.activity;Activity;Activity;Atividade
rubricFilterItem.communication;de Communication;Communication;pt Communication
rubricFilterItem.conflict_management;Konfliktmanagement;Conflict Management;Gestão de Conflitos
rubricFilterItem.Conflict;Konflikt;Conflict;Conflito
rubricFilterItem.dreams;Träume;Dreams;Sonhos
rubricFilterItem.exercise;Übung;Exercise;Exercício
rubricFilterItem.friendship;Freundschaft;Friendship;Amizade
rubricFilterItem.Fun;Fun;Fun;Diversão
rubricFilterItem.game;de Game;Game;pt Game
rubricFilterItem.Intimacy;de Intimacy;Intimacy;pt Intimacy
rubricFilterItem.personal_growth;Selbstentfaltung;Personal Growth;Crescimento pessoal
rubricFilterItem.Respect;Respect;respect;Respeito
rubricFilterItem.routine;Routine;Routine;Rotina
rubricFilterItem.self_reflection;Selbst-Reflektion;Self-Reflection;Auto-reflexão
rubrics.title;Fragen - Bibliothek;Questions library;Biblioteca de perguntas
sessions.favouriteSessions;Lieblingssitzungen;Favourite sessions;Sessões favoritas
sessions.session;Sitzung;Session;Sessão
sessions.sessionOverview;Sitzungsübersicht;Session overview;Visão geral da sessão
sessions.sessions;sitzungen;sessions;sessões
sessions.todaysSession;Heutige Sitzung;Today’s session;Sessão do dia
settings.about_loveWorkz;Über LoveWorkz;About LoveWorkz;Sobre LoveWorkz
settings.about_me;Über mich;About me;Sobre mim
settings.about_my_relationship;Über meine Beziehung;About my relationship;Sobre o meu relacionamento
settings.about;Um;About;Sobre
settings.account;Konto;Account;Conta
settings.change_password;Passwoort ändern;Change password;Alterar a senha
settings.contact_us;Kontakt;Contact us;Contacte-nos
settings.dark_mode;Dunkel;Dark mode;Modo escuro
settings.english;Englisch;english ;Inglês
settings.follow_us_on_instagram;Folgen Sie uns auf Instagram;Follow us on Instagram;Siga-nos no Instagram
settings.game_rules;Spielregeln;Game Rules;Regras do Jogo
settings.german;Deutsch;german;Alemão
settings.how_to_use;Wie wird gespielt?;How to use;Como utilizar
settings.invite_partner;Partner einladen;Invite partner;Convidar parceiro
settings.language;Sprache;Language;Idioma
settings.links_more;Links & Mehr;Links & More;Links & Mais
settings.manage_my_subscription;Mein Abonnement verwalten;Manage my subscription;Gerenciar minha assinatura
settings.notifications;Benachrichtigungen;Notifications;Notificações
settings.our_homepage;Unsere Startseite;Our Homepage;Nossa Página Inicial
settings.our_specialists;Unsere Spezialisten;Our specialists;Nossos especialistas
settings.partners;Partner;Partners;Parceiros
settings.portuguese;Portugiesisch;portuguese;Português
settings.preferences;Einstellungen;Preferences;Preferências
settings.privacy_policy_item;Datenschutzrichtlinie;Privacy Policy;Política de Privacidade
settings.privacy_policy;allgemeine Geschäftsbedingungen und Datenschutzerklärung;Terms of use & Privacy Policy;Termos de utilização & Política de Privacidade
settings.restore_purchase;Kauf wiederherstellen;Restore Purchase;Restaurar Compra
settings.share_us;Teile uns;Share us;Compartilhe-nos
settings.subscription;Abonnement;Subscription;Assinatura
settings.terms_of_use;Nutzungsbedingungen;Terms of Use;Termos de Uso
settings.title;Einstellungen;Settings;Configurações
settings.your_goals;Deine Ziele;Your goals;Seus objetivos
shop.description;Erhalten Sie jetzt Zugang und verbessern Sie ab heute Ihre Beziehung.;Get access now and improve your relationship starting today.;Obtenha acesso agora e melhore seu relacionamento a partir de hoje.
shop.header;Erhalten Sie Zugang zu allen Kategorien und Herausforderungen;Get access to all categories and challenges;Tenha acesso a todas as categorias e desafios
shop.monthly_description;Zugang zu allen Kategorien und Herausforderunge & ohne Werbung;access to all categories and challenges and no ads;acesso a todas as categorias e desafios, sem anúncios
shop.quarterly_description;Access to all categories and challenges and no ads;Access to all categories and challenges and no ads;Access to all categories and challenges and no ads
shop.title;Shop;Shop;Shop
shop.yearly_description;Wählen Sie den Jahreszahlungsplan und erhalten Sie zwei Monate kostenlos;Get the annual payment plan and get two months for free;Adquira o plano de pagamento anual e ganhe dois meses grátis
splash.title;Start with the LoveWorkz to know each other better;Start with the LoveWorkz to know each other better;Start with the LoveWorkz to know each other better
upload.change_photo;Foto bearbeiten;Change Photo;Alterar foto
upload.change_profile_photo;Profil-Foto ändern;Change profil photo;Alterar foto do perfil
upload.delete_photo;Foto löschen;Delete Photo;Apagar foto
upload.open_gallery;Galerie öffnen;Open gallery;Galeria aberta
upload.take_photo;Foto aufnehmen;take photo;Tirar foto
common.explore;;Explore;
common.we_have_done_the_challenge;;We’ve done the challenge;
common.challenge_locked;;Challenge locked;
common.lock_the_challenge_in;;Lock the challenge in;
challenge.hop_to_the_challenge;;Hop to the Challenge;
common.lock_one_of_the_challenges;;Lock one of the challenges;
common.wild_card;;Wild Card;
common.put_iphone_not_distracted;;Ps: Put your phone in flight mode so you are not distracted.;
common.note;;Note:;
common.alternate_turns_in_questions;;Alternate turns in asking your partner questions and listen to your partner's answers w/o interrupting. If your partner doesn't want to answer a question, just pick another card. No judgment or criticism, listen closely, and be supportive and show empathy. Alternate roles as listener & speaker.;
common.amazing_lets_do_it;;Amazing, let's do it;
common.per_week;;per week;
common.get_your_own_journey;;Get your own journey now!;
common.can_be_cancelled_anytime;;Can be canceled at any time!;
common.paired_subscription;;Paired subscription automatically renews unless auto-renew is turned off at least 24 hours before current period ends. Payment is charged to your Apple ID. Manage subscriptions and turn off auto-renew in Account Settings.;
common.start_for_free;;Start for free;
common.add;;add;
common.next_stop_challenges_part_1;;Next Stop: ;
common.next_stop_challenges_part_2;;Challenges*;
common.nice_job_single_phrase;;Nice Job,;
common.nice_job_single_phrase_part_2;;Take a little break and talk about what you liked and disliked. Which questions did you find difficult and which were easy? Why?;
common.each_session_future_action;;*Each Session concludes with a challenge—think of it as homework or a tool—designed to translate insights into action.;
common.claim_my_offer;;Claim my offer;
common.the_heart_of_relationship;;The heart of everyones relationships;
common.how_to_navigate;;How to Navigate LoveWorkz;
common.start_the_journey_prefix;;Start with The Journey:;
common.engage_with_challenges;;Engage with Challenges:;
common.explore_independently;;Explore Independently:;
common.maintain_positive_outlook;;Maintain a Positive Outlook:;
common.keep_the_journey;;Keep the journey engaging and positive, balancing serious topics with light-hearted discussions to foster a supportive atmosphere.;
common.venture_beyond_the_journey;;Venture beyond The Journey whenever you wish, choosing content that aligns with your relationship's needs and interests.;
common.utilize_the_challenges;;Utilize the challenges at the end of each session to build your toolkit and apply learned concepts to your relationship.;
common.begin_love_journey;;Begin with the Love-Yourney to establish a solid foundation of skills and understanding, progressing through levels and quadrants;
common.read_more;;Read more...;
common.start_tour_here;;Start your tour here!;
common.subscribe_desc_part_1;;Subscribe to LoveWorkz Premium now - ;
common.subscribe_desc_part_2;;and enjoy more than 80 weeks of transformative relationship guidance;
common.off;;off;
common.arran_kennedy;;Arran Kennedy;
common.in_a_nutshell_fun;;In a nutshell, we want you to have fun;
common.you_can_do_more;;You can always do more;
common.reflect_together;;Reflect Together;
common.create_your_ritual;;Create Your Ritual;
common.create_space;;Create a Comfortable Space;
common.dive_into_app_together;;Dive into the App Together;
common.navigate_session_your_way;;Navigate the Sessions Your Way;
common.how_often_i_play;;How often do i play?;
common.important_note;;Important note;
common.step;;Step;
common.programs_offered_by_arran;;Programs offered by Arran: ;
common.arran_text_1;;Arran Kennedy works as a Psychologist, Cognitive Behavioural Psychotherapist and Couples Therapist. ;
common.arran_text_2;;For 10 years he has worked with adults, teens, children, and couples assisting people to navigate mind, mood, life and relationship challenges both in private practice and large company wellbeing programs. ;
common.arran_text_3;;Presently, he serves as a senior psychotherapist for staff at the Google EMEA Office Dublin.;
common.arran_text_4;;He is a Founder Member of the Irish Positive Psychology Association and has a special interest assisting couples to develop the knowledge, attitudes and skills to create thriving relationships and families.;
common.partners_item_1;;1 to 1 therapy in person and online.;
common.partners_item_2;;‘Seven Principles for Making Marriage Work’ couples group course in person and online.;
common.partners_item_3;;‘Seven Principles for Singles’ singles group course, in person and online. ;
common.done;;Done;
common.premium;;Premium;
copilot.step_4_text;;Link with your partner or tweak the settings to better suit your preferences.;
copilot.step_4_name;;Want to learn more about the app?;
copilot.step_2_text;;Letting you know which of the four quadrants you're diving into.;
copilot.step_2_name;;The flower shows the current focus of the session;
copilot.step_1_text;;This progress bar tracks your journey— think of it as an Intimacy meter. With our coach function at your fingertips, we ensure you engage in the right session at the perfect moment, guiding you through each level.;
copilot.step_1_name;;Your way to more intimac;
copilot.step_3_text;;Dive straight into sessions, delve deeper into topics, or take on an extra challenge whenever you feel inspired;
copilot.step_3_name;;Beyond your love journey there’s always more to explore;
common.few_clicks_away;;It's all just a few clicks away!;
common.got_it_lets_do_it;;Got it, let’s do it!;
common.how_to_use_quadrants;;'Want to learn more about the quadrants? Check out the “How to use” in Settings.;
common.what_can_we_improve;;Tell us what we can improve;
common.levels_and_sessions;;Levels & Sessions;
common.john_placeholder;;John;
common.explore_here;;Explore here;
common._feedback_text_1;;From 10 (feeling amazing) to 1 (leave me alone). Everything below 7: please take a break & skip the session to another day.;
common.exploring_individual_personalities;;Exploring individual personalities and life backgrounds;
common.but_the_truth_is;;But the truth is, love is not enough to keep the bond strong and healthy;
common.we_have_your_back;;We have your back.;
common.congrats;;Congrats;
common.privacy_policy_text;;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt. Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt. Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt. Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt. Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt. Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt. Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt;
common.see_all_session_of;;See all sessions of;
common.quadrants;;Quadrants;
common.levels;;Levels;
common.every_quadrant_consists;;Every quadrant consists of 4- 5 sessions, each containing 14 carefully selected questions from over 35 relevant topics, ensuring a comprehensive exploration of each area. The sessions are designed to progressively tackle important relationship themes, facilitating deep discussions and reflections.;
common.with_each_level_text;;Within each level, the journey is segmented into four key quadrants - Personal Growth, Friendship, Communication & Conflict, and Dreams. These quadrants are the pillars that support a healthy, thriving relationship, addressing the essential areas for development and understanding.;
common.these_represents_stages_of_journey;;These represent the stages of your journey, with each level building on the last to introduce more complex concepts and discussions as your relationship matures.;
common.start_your_journey_now;;Start your journey now!;
common.see_you_next_week;;See you next week?;
common.lets_dive_into_your_session;;Let’s dive into your session;
common.naah_lets_do_it_now;;Naah. Let’s do it now!;
common.focus;;Focus;
common.for_the;;For the;
common.of;;of;
common.successfully_mastered_questions;;You have succefully mastered the question part. Wasnt that bad wasn’t it?;
game_rules.rule_1;;Take Turns: Decide who asks the first question. After answering, swap roles for the next card. This back-and-forth keeps it fair and engaging. Swipe to the next card after both have answers keeps the session flowing smoothly.;
game_rules.rule_2;;It's Okay to Pass: If any question doesn't feel right, just skip it. There's plenty more to explore. Simply move on to the next card.;
game_rules.rule_3;;Offer Empathy: Respond to each other's answers with an open heart, free from judgment. This is your space to offer support, understanding, and empathy.;
common.ok_i_got_this;;Ok. I’ve got this;
how_to_use.descriptions1_text_1;;The app is designed to enhance your relationship skills through a structured, engaging, and interactive journey that spans four difficulty levels: Starter, Basic, Deep, and Intimate. Just like mastering any skill, you progress to the next level only after acquiring the skills and techniques of the preceding one, ensuring a thorough understanding and application of each aspect of the relationship-building process. These intimacy levels in LoveWorkz are specifically crafted to build upon each other, increasing in complexity and depth with each stage.;
how_to_use.descriptions1_text_2;;Each level not only brings you closer together but also intensifies the demands on your communication skills, understanding, and ability to grow as a couple. This tiered approach allows you to gradually approach more complex and intimate aspects of your relationship, creating a solid foundation for lasting personal and mutual growth, thereby enriching your relationship at every stage with new insights and stronger bonds.;
how_to_use.descriptions2_text_1;;But it’s not just about asking questions; it’s about fostering real change. Each session concludes with one challenge—think of it as homework or a tool—designed to translate insights into action. These challenges, exercises, activities, self-reflection exercises, games and routines are handpicked and sequenced to ensure that as you progress, you’re building on a solid foundation (a toolkit) of skills and understanding. This toolkit grows with each completed challenge, equipping you for future challenges and deepening your bond.;
how_to_use.descriptions3_text_1;;You will find some of the questions and challenges easy and others more difficult. But that's why you're here—to learn and challenge yourself to become better together. The questions are aimed at facilitating a conversation to get to know each other better and introduce topics that you might not talk about normally;
how_to_use.descriptions3_text_2;;The challenges are aimed at giving you an opportunity to go outside your comfort zone, deal with difficult issues, come up with solutions and learn key relationship skills.;
how_to_use.descriptions3_text_3;;Despite the depth of the topics, we meticulously crafted the sessions with a focus to maintain a positive emotional state, blending serious discussions with lighter, fun questions, Wild Cards, Fun-Fact Cards & one card with sexual related questions. (Hot Stuff -Card). This fosters a healthy, hopeful atmosphere, allowing for growth without overwhelming stress or tension, and ensuring the journey remains balanced and enjoyable.;
how_to_use.descriptions4_text_1;;Beyond 'The Journey,' LoveWorkz offers the freedom to explore sessions, questions, and challenges independently. This mode enables you to focus on specific areas of interest at your own pace, perfect for supplementing the structured journey or diving deeper into particular topics.;
how_to_use.descriptions5_text_1;;LoveWorkz is designed to be more than just an app; it's a partner in your journey toward a deeper connection and understanding. Play it as a standalone tool or even more powerful along a couple therapy.;
how_to_use.title_challenges:;;Building Your Toolkit with Challenges;
how_to_use.title_maintaining:;;Maintaining a Positive Emotional Climate;
about_page.how_to_use_descriptions1_text_1;;By embracing LoveWorkz, you're already ahead of the curve; In a world where the odds seem stacked against lasting relationships — with divorce rates hovering around 60%*; and overall breakup rates even more common — joining us is your first step towards changing those odds in your favor.;
about_page.how_to_use_descriptions1_text_2;;With LoveWorkz, you’re not just dodging statistics; you’re increasing significantly your chances of forging a connection that lasts a lifetime.;
about_page.how_to_use_descriptions1_text_3;;Lets be honest relationship are not easy, and sometimes even really difficult, thats because unless you had the perfect role model with your parents, we weren’t really taught how to have successful fulfilled happy relationships. ;
about_page.how_to_use_descriptions1_text_4;;Therefore It's even more tragic, that we have no problems to hours in e.g. learning how to swim or ride a bike, but we often neglect such deliberate efforts when it comes to learning how relationships works, expecting them to flourish somehow automatically!;
about_page.how_to_use_descriptions2_text_1;;Much like athletes rely on coaches for peak performance, relationships too can benefit immensely from expert guidance. LoveWorkz is here to equip you with the skills and insights necessary for a thriving partnership, steering clear of common pitfalls like communication breakdowns or unmet expectations.;
about_page.how_to_use_descriptions2_text_2;;Relationships are sometimes challenging, we all been in these situations, where we felt overwhelmed or just didn’t know what to do or to say, where we expect our partners to read our minds, intuit our needs.;
about_page.how_to_use_descriptions2_text_3;;The moments when misunderstanding sprouts not from what's said, but from all that's left unsaid, expecting our partner to somehow decode our silence. Or those times when the stress of daily routines leaves us feeling disconnected, each lost in our own world, forgetting to check in on each other's needs and dreams. It's in these everyday scenes that the essence of a strong, healthy relationship is tested and can either weaken or grow stronger.;
about_page.how_to_use_descriptions2_text_4;;Many couples who find themselves at a crossroads, are not there because of a lack of love, but from not having the right tools to build on that love. It’s common to fall into the trap of believing our partners should just know — know when we need a hug instead of advice, know when to give us space or pull us close. And it’s here, in the gap between expectation and reality, that frustration often grows.;
about_page.how_to_use_descriptions2_text_5;;LoveWorkz steps into this gap, offering a bridge built on understanding and skill-building. Through our platform, you will deepen your friendship woth your loved ones, learn how to articulate needs without criticism, listen deeply without defensiveness, and create a shared vision for your future. It's about transforming the unspoken and the misunderstood into pillars of your relationship’s strength.;
about_page.how_to_use_descriptions2_text_6;;We’ve meticulously compiled over 2000 questions, challenges, exercises, games, routines and activities, from various sources, - therapy sessions, expert interviews, literature, couple surveys etc. – to design numerous sets of therapeutic sessions and to derive more than 35 key topics that hold particular significance for couples.;
about_page.how_to_use_descriptions2_text_7;;But Loveworkz is more than just an app with random assortment of tips, methods, exercises and questions; it’s a therapeutic tool which offers an innovative approach, providing you with expert-backed guidance at your fingertips and which fits seamlessly into our fast-paced lives.;
about_page.how_to_use_descriptions2_text_8;;What truly sets us apart is the therapeutic roadmap we've crafted for you. A tailored step-by-step approach, firmly grounded in evidence-based practices and developed by a team of dedicated professionals, including cognitive behavior psychotherapists, Neuro-Linguistic Programming & (NLP) communication experts and couple therapists, to ensure your journey is both enriching and effective.;
about_page.how_to_use_descriptions2_text_9;;That means our approach is deliberate and thoughtful, with every session, challenge, exercise, activity, and routine handpicked and sequenced to resemble a therapy journey.;
about_page.how_to_use_descriptions2_text_10;;Each step is meticulously designed to prepare you for the next, ensuring a coherent and purposeful progression through your relationship growth.;
about_page.how_to_use_descriptions2_text_11;;By the time you reach discussions on more complex or sensitive issues, you’ll have the tools and confidence to navigate them effectively. ;
about_page.how_to_use_descriptions2_text_12;;We understood: That the most profound connections are built on honest, heartfelt conversations. We know: Discussing desires or needs, addressing the elephant in the room, and sharing your deepest emotions can be challenging topics to discuss;;
about_page.how_to_use_descriptions2_text_13;;As they come to the surface in a guided/measured/playful fashion, we aim to remove this burden with the help of our specialists.;
about_page.how_to_use_descriptions3_text_1;;LoveWorkz acts as your personal coach, guiding you with a clear structure and the assurance that the journey you’re embarking on is one shaped by expertise, grounded in evidence-based practices, and a deep understanding of what makes relationships last.;
about_page.how_to_use_descriptions3_text_2;;This app is designed to empower you with the tools and guidance needed to navigate important discussions with finesse. Whether you're opening up about your needs, tackling concerns head-on, or exploring your emotions, LoveWorkz is your trusted partner in achieving deeper understanding and stronger connections.;
about_page.how_to_use_descriptions3_text_3;;It is a therapeutic tool that can be used as a standalone guide to your relationship and would be even more effective as a complement to couples therapy sessions.;
about_page.how_to_use_descriptions3_text_4;;We believe that growing together should be fun. So don’t worry, it’s not just about constantly addressing the heavy stuff. We will provide you a healthy mix to ensure fun and lightness, to embrace your journey as a couple and enjoying your time along the way.;
about_page.how_to_use_descriptions3_text_5;;Your relationship is a journey of two unique individuals coming together, and it’s the collective effort, energy, and love you invest that makes it truly remarkable. We’ll provide the tools, but it’s up to you to bring your unique selves to the table. Together with LoveWorkz we will make your love work.;
information_block.literature;;Welcome to the literature Section;
information_block.literature_title_1;;Each book;
information_block.literature_text_1;; you find here is a standout gem, highly recommended by  therapists and handpicked by our team.;
information_block.literature_title_2;;Scientifically;
information_block.literature_text_2;; backed, filled with evidence-based insights, tips and exercises, these books will help you improve communication, increase mutual understanding, deepen emotional bonds, and navigate through your relationship challenges.;
information_block.literature_title_3;;Each title;
information_block.literature_text_3;; is categorized and comes with a short explanation, assisting you in discovering the perfect resource to enrich your partnership;
information_block.challenges;;Challenges;
information_block.challenges_title_1;;Each book;
information_block.challenges_text_1;; Challenges;
information_block.browsing_topics;;Browsing Topics;
information_block.browsing_topics_text_1;;Don't feel like doing a full session right now? No problem! You can browse and explore individual questions based on specific topics of interest.;
information_block.browsing_topics_text_2;;Just keep in mind that to track your progress and get the most out of the app, you'll want to return to the session area or start a new session from the homepage.;
information_block.session_library;;Session Library;
information_block.session_library_text_1;;You are currently in the Session Library. It gives you a perfect overview of the sessions in each level. The levels will unlock as you progress.;
tab_navigator.tab_name_books;;Books;
tab_navigator.tab_name_sessions;;Sessions;
tab_navigator.tab_name_topics;;Topics;
tab_navigator.tab_name_home;;Home;
tab_navigator.tab_name_challenges;;Challenges;
game_rules.title;;Game Rules;
game_rules.descriptions_1_text_1;;LoveWorkz is crafted with the special purpose of bringing you and your partner closer, turning your relationship journey into a meaningful ritual. Before diving into the steps, remember, this experience is all about dedicating quality time to each other. So, put your phone on flight mode to avoid interruptions, fire up the app, and place it somewhere cozy between you—be it on the sofa or a table. Pour yourselves a glass of wine, create a pleasant atmosphere, and ensure you're both in a great mood and ready to embark on this adventure together.;
game_rules.descriptions_2_text_1;;Pick a weekly time slot that suits both of you perfectly. Treat this time as sacred, a moment you both prioritize and eagerly anticipate every week.;
game_rules.descriptions_3_text_1;;Choose a spot where both of you feel comfortable and can be free from distractions. The right mood is a cornerstone for a session filled with meaningful exchanges.;
game_rules.descriptions_4_text_1;;Being physically together brings a special kind of magic to your experiences, amplifying the joy and depth of your connection. It's in these moments that you'll forge the deepest connections and create memories that stick with you, enriching your relationship.;
game_rules.descriptions_4_text_2;;With the syncing feature, both of your accounts share one progress stream, keeping you united in your journey, whether close or apart. It allows you to access challenges, gather information, or to prepare for or reflect on your sessions.;
game_rules.descriptions_5_text_1;;Use the insights gleaned from each question to delve deeper into your relationship. Discuss any arising thoughts or emotions, fostering an environment of openness and trust.;
game_rules.descriptions_6_text_1;;The speed at which you progress through this app really depends on your personal motivation and goals.;
game_rules.descriptions_6_text_2;;As the starter levels are lighter and easier, you may find that you complete those quicker: doing it once or twice a week.;
game_rules.descriptions_6_text_3;;Then, as you move to Basic and Deep, it's best to do this only once a week to give yourselves time to reflect on the conversation and solidify any key learnings.;
game_rules.descriptions_7_text_1;;The app isn't about finding out who is right or who is wrong—it's about discovering more about each other, listening to the other's perspective and strengthening the connection. It's natural that talking about deep or personal issues can bring up feelings of stress, vulnerability or sadness. Therefore, it's important to keep an open mind and support each other with kindness, encouragement and respect throughout this process.;
game_rules.descriptions_7_text_2;;By integrating LoveWorkz into your weekly routine, you're not just spending time together; you're investing in the growth and depth of your relationship. Enjoy this journey of discovery and intimacy, and each session will bring you closer to each other.;
